"ProjectID","ProjectDescription","TypeofWork","infra_type","Region","Province","Municipality","LegislativeDistrict","Longitude","Latitude","ABC","ContractCost","FundingYear","CompletionYear"
"P00742147LZ","Construction of Slope Protection at Pinagrealan, Upstream, Candelaria, Zambales (Phase 2)","Construction of Slope Protection Structure","Flood Control Structures","Region III","ZAMBALES","CANDELARIA (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",119.979884,15.586438,98999606.49,98999501.03,2023,2023
"P00824715LZ","Construction of Guinabon Flood Control at Nayum River, Brgy. Guinabon, Sta. Cruz, Zambales","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","ZAMBALES","SANTA CRUZ (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",119.984052,15.809271,48248273.33,47669194,2024,2024
"P00742148LZ","Construction of Slope Protection at Pinagrealan, Upstream, Candelaria, Zambales (Phase 3)","Construction of Slope Protection Structure","Flood Control Structures","Region III","ZAMBALES","CANDELARIA (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",119.988579,15.594575,98999633.54,98999273.23,2023,2023
"P00742149LZ","Construction of Slope Protection at Pinagrealan, Upstream, Candelaria, Zambales (Phase 4)","Construction of Slope Protection Structure","Flood Control Structures","Region III","ZAMBALES","CANDELARIA (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",119.990359,15.594505,98999994.92,98999798.68,2023,2023
"P00742381LZ","Construction of Slope Protection at Lawis River Upstream, Candelaria, Zambales (Phase 2)","Construction of Slope Protection Structure","Flood Control Structures","Region III","ZAMBALES","CANDELARIA (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",119.993756,15.593231,98999766.65,98999580.83,2023,2023
"P00620187LZ","Construction of Slope Protection/Sea Wall, Brgy. Bangan, Botolan, Zambales","Construction of Slope Protection Structure","Flood Control Structures","Region III","ZAMBALES","BOTOLAN (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",120.007582,15.275352,72261600.37,69009815.77,2022,2022
"P00640537LZ","Construction of Flood Mitigation Structure,Tambak River (Upstream) Phase III, Iba, Zambales","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","ZAMBALES","IBA (CAPITAL) (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",120.008196,15.332465,37230435.15,37620000,2022,2022
"P00640538LZ","Construction of Flood Mitigation Structure,Tambak River (Upstream) Phase IV, Iba, Zambales","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","ZAMBALES","IBA (CAPITAL) (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",120.008643,15.334361,37235289.06,37620000,2022,2022
"P00820713LZ","Construction of Flood Mitigation Facilities along Alaminos River (Barangay Cabatuan - Victoria Section), Sta. 024+385 - Sta. 024+629, Alaminos City, Pangasinan","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","PANGASINAN","CITY OF ALAMINOS (PANGASINAN)","PANGASINAN (FIRST LEGISLATIVE DISTRICT)",120.008678,16.115065,4.9e+07,4.9e+07,2024,2024
"P00844770LZ","Construction of Flood Control Structure along Bancal-San Isidro-Mambog River (Totun Lanum) Phase 3, Sitio Tambak, (North Side), Barangay Palanginan, Iba, Zambales","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","ZAMBALES","IBA (CAPITAL) (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",120.008689,15.319846,48249885.77,47579211.86,2024,2024
"P00843215LZ","Construction of Flood Control Structure, Brgy. Lucap, Alaminos City, Pangasinan (Package II)","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","PANGASINAN","CITY OF ALAMINOS (PANGASINAN)","PANGASINAN (FIRST LEGISLATIVE DISTRICT)",120.008813,16.182669,96500000,96491365.52,2024,2025
"P00640536LZ","Construction of Flood Mitigation Structure,Tambak River (Upstream) Phase II, Iba, Zambales","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","ZAMBALES","IBA (CAPITAL) (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",120.009491,15.330417,38903735.02,39303000,2022,2022
"P00640540LZ","Construction of Slope Protection/Flood Control Structure along Tambak River (Upstream), Phase 6, Iba, Zambales","Construction of Slope Protection Structure","Flood Control Structures","Region III","ZAMBALES","IBA (CAPITAL) (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",120.010577,15.333914,48996495.64,49500000,2022,2022
"P00640539LZ","Construction of Flood Mitigation Structure,Tambak River (Upstream), Iba, Zambales","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","ZAMBALES","IBA (CAPITAL) (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",120.011307,15.327896,38903704.46,39303000,2022,2022
"P00725703LZ","Construction of Flood Control Structure at Bucao River North Approach Downstream, Botolan, Zambales","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","ZAMBALES","BOTOLAN (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",120.015853,15.269167,96499311.36,96499292.34,2023,2023
"P00740643LZ","Construction of Flood Control along Batonlapoc Creek, Batonlapoc, Botolan, Zambales","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","ZAMBALES","BOTOLAN (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",120.028599,15.290068,29399608.39,28870422.99,2023,2023
"P00726748LZ","Construction of Flood Control Structure at Bucao River North Approach Downstream Phase 2, Botolan, Zambales","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","ZAMBALES","BOTOLAN (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",120.03,15.2656,48999304.04,48998700.23,2023,2023
"P00726837LZ","Construction of Riverbank Protection along Sinucalan River, Barangay Bacayao Norte, Dagupan City, Pangasinan","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","PANGASINAN","DAGUPAN CITY (PANGASINAN)","PANGASINAN (FOURTH LEGISLATIVE DISTRICT)",120.034463,16.034463,106150000,106150000,2023,2024
"P00620555LZ","Rehabilitation of Flood Control Structure at Bucao River, Upstream, Sta. 0 + 500 - Sta. 0 + 950, Botolan, Zambales","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","ZAMBALES","BOTOLAN (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",120.040069,15.269232,48999306.81,47039334.54,2022,2022
"P00620523LZ","Construction of Flood Control Structure along Bulo River, San Miguel, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","SAN MIGUEL (BULACAN)","BULACAN (THIRD LEGISLATIVE DISTRICT)",120.04711,15.24101,46059437.96,46031419.24,2022,2022
"P00742377LZ","Construction of Slope Protection Structure (Upstream L/S) along the highway going to Olongapo, Barangay Banuanbayo, Cabangan, Zambales","Construction of Slope Protection Structure","Flood Control Structures","Region III","ZAMBALES","CABANGAN (ZAMBALES)","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",120.055051,15.156488,5939285.37,5850198.15,2023,2023
"P00561720LZ","Construction of Slope Protection/Flood Control, Brgy. Poonbato, Municipality of Botolan, Province of Zambales","Construction of Slope Protection Structure","Flood Control Structures","Region III","ZAMBALES","","ZAMBALES (SECOND LEGISLATIVE DISTRICT)",120.056073,15.313149,24499951.53,24750000,2021,2022
"P00561574LZ","Construction of River Protection along Pula River, Paluan, Occidental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","OCCIDENTAL MINDORO","","OCCIDENTAL MINDORO (LEGISLATIVE DISTRICT)",120.40111,13.416389,19600000,19042647.14,2021,2023
"P00742373LZ","Construction of Slope Protection with Steel Sheet Pile Foundation and Road Component Along Camiling River Left Bank, Anoling 3rd to Pao 1st Section, Camiling, Tarlac (Package G)","Construction of Slope Protection Structure","Flood Control Structures","Region III","TARLAC","CAMILING (TARLAC)","TARLAC (FIRST LEGISLATIVE DISTRICT)",120.401175,15.655183,49500000,48050158.9,2023,2023
"P00630929LZ","Construction of Slope Protection, Barangays Embarcadero, Macayug, Inlambo, Navaluan, Osiem and Landas, Mangaldan, Pangasinan","Construction of Slope Protection Structure","Flood Control Structures","Region I","PANGASINAN","MANGALDAN (PANGASINAN)","PANGASINAN (FOURTH LEGISLATIVE DISTRICT)",120.4012,16.065,57900000,57900000,2022,2022
"P00742271LZ","Construction of Flood Control Structure at Brgy. Antonino, Balaoan, La Union","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","BALAOAN (LA UNION)","LA UNION (FIRST LEGISLATIVE DISTRICT)",120.401534,16.818711,9799975.97,9799384.97,2023,2023
"P00821475LZ","Construction of Flood Control Structure along Aringay River Basin, Tubao, La Union (Package 8)","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","TUBAO (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.401734,16.367985,48999995.52,48926107.83,2024,2025
"P00824807LZ","Construction of Flood Control Structure along Baroro River, Barangay Bucao, San Gabriel, La Union","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","SAN GABRIEL (LA UNION)","LA UNION (FIRST LEGISLATIVE DISTRICT)",120.402042,16.665165,154400000,154399996.8,2024,2024
"P00727245LZ","Construction of Flood Control Structure along the Aringay River Basin, Tubao, La Union (Package 6)","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","TUBAO (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.402162,16.366497,72374997.36,72334997.36,2023,2024
"P00727243LZ","Construction of Flood Control Structure along the Aringay River Basin, Tubao, La Union (Package 4)","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","TUBAO (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.402272,16.370192,72374995.83,72334995.83,2023,2024
"P00727244LZ","Construction of Flood Control Structure along the Aringay River Basin, Tubao, La Union (Package 5)","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","TUBAO (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.402303,16.370253,72374992.2,72334992.2,2023,2024
"P00839554LZ","Construction of Drainage System at Barangay Bari, Mangaldan, Pangasinan","Construction of Drainage Structure","Flood Control Structures","Region I","PANGASINAN","MANGALDAN (PANGASINAN)","PANGASINAN (FOURTH LEGISLATIVE DISTRICT)",120.403223,16.059806,4950000,4950000,2024,2024
"P00621287LZ","Construction of Camiling-Agno River Floodway, Tarlac, Phase 4","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","TARLAC","CAMILING (TARLAC)","TARLAC (FIRST LEGISLATIVE DISTRICT)",120.403308,15.740944,289499110.9,289499994.8,2022,2024
"P00820103LZ","Construction of Flood Control Mitigation Structure along Barangay Bumbuneg-Baroro, San Gabriel, La Union","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","SAN GABRIEL (LA UNION)","LA UNION (FIRST LEGISLATIVE DISTRICT)",120.4033116,16.6716653,84262347.69,82971487.54,2024,2024
"P00631073LZ","Construction of Flood Control Mitigation Structures Along Bauang River Basin, (Brgy. Nagrebcan, Bauang), (Brgy. Mamat-Ing Sur, Naguilian), La Union","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","NAGUILIAN (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.4036,16.577,7839996.91,7693165.65,2022,2022
"P00821474LZ","Construction of Flood Control Structure along Aringay River Basin, Barangay Sta. Teresa, Tubao, La Union","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","TUBAO (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.403667,16.365157,48999991.25,48987820.45,2024,2025
"P00742276LZ","Construction of Flood Control System Aringay River, Sta. Teresa, Tubao, La Union","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","TUBAO (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.4046583,16.38129444,29399982.27,29000189.13,2023,2023
"P00727333LZ","Construction of Flood Control Structure along the Aringay River Basin, Tubao, La Union (Package 7)","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","TUBAO (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.404675,16.380569,24499999.44,24459999.44,2023,2024
"P00727242LZ","Construction of Flood Control Structure along the Aringay River Basin, Tubao, La Union (Package 3)","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","TUBAO (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.40487,16.372723,72374993.61,72334993.61,2023,2024
"P00727240LZ","Construction of Flood Control Structure along the Aringay River Basin, Tubao, La Union (Package 1)","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","TUBAO (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.404971,16.278859,72374996.18,72334422.8,2023,2024
"P00845902LZ","Construction of Flood Control Structure along Aringay River Basin, Brgy. Leones East, Tubao, La Union","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","TUBAO (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.405002,16.363388,29699998.74,29693457.1,2024,2025
"P00839551LZ","Construction of Flood Control Structure, Aringay River Basin, Barangay Leones East, Tubao, La Union","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","TUBAO (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.405027,16.362418,14850000,14849401.14,2024,2024
"P00727079LZ","Construction of Tamurong Flood Control leading to Candon-Santiago-San Esteban Coastal Road, Barangay Tamurong, Candon City, Ilocos Sur","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS SUR","CITY OF CANDON (ILOCOS SUR)","ILOCOS SUR (SECOND LEGISLATIVE DISTRICT)",120.40523,17.21407,39200000,38023727.14,2023,2024
"P00726498LZ","Construction of Slope Protection with Steel Sheet Pile Foundation along Camiling River (Right Bank), Baybayaoas-Telbang Section (Package R), Tarlac","Construction of Slope Protection Structure","Flood Control Structures","Region III","TARLAC","CAMILING (TARLAC)","TARLAC (FIRST LEGISLATIVE DISTRICT)",120.4052808,15.6607459,144749610,144749856.7,2023,2024
"P00727241LZ","Construction of Flood Control Structure along the Aringay River Basin, Tubao, La Union (Package 2)","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","TUBAO (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.405872,16.376165,72374998.14,72334998.14,2023,2024
"P00639316LZ","Construction of Slope Protection Works along Naguilian - Bagulin Road, La Union","Construction of Slope Protection Structure","Flood Control Structures","Region I","LA UNION","BAGULIN (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.40632,16.55569,207475000,201253790,2022,2023
"P00737427LZ","Construction of Slope Protection along Ingalera River, Barangay Ican, Malasiqui, Pangasinan","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","PANGASINAN","MALASIQUI (PANGASINAN)","PANGASINAN (THIRD LEGISLATIVE DISTRICT)",120.40753,15.94393,4950000,4847330.62,2023,2023
"P00621085LZ","Construction of Flood Control Structure along Camiling River (Left Bank, Phase II), Poblacion D to G Section, Camiling, Tarlac","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","TARLAC","CAMILING (TARLAC)","TARLAC (FIRST LEGISLATIVE DISTRICT)",120.408252,15.68087,4.9e+07,48167000.08,2022,2022
"P00726068LZ","Construction of Slope Protection along Ingalera River, Barangay Ican, Malasiqui, Pangasinan (Phase III)","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","PANGASINAN","MALASIQUI (PANGASINAN)","PANGASINAN (THIRD LEGISLATIVE DISTRICT)",120.40848,15.94914,19600000,19192162.85,2023,2023
"P00726090LZ","Construction of Slope Protection Works along Binalbalolong Creek, Barangay Poblacion, Malasiqui, Pangasinan","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","PANGASINAN","MALASIQUI (PANGASINAN)","PANGASINAN (THIRD LEGISLATIVE DISTRICT)",120.408675,15.921896,19600000,19599584.16,2023,2023
"P00823292LZ","Construction of Flood Control Structure along Balili River, Barangay Ambaracao Norte, Naguilian, La Union","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","NAGUILIAN (LA UNION)","LA UNION (SECOND LEGISLATIVE DISTRICT)",120.40975,16.502485,115800000,115799720.8,2024,2024
"P00824809LZ","Construction of Flood Control Structure along Baroro River, Barangay Poblacion, San Gabriel, La Union","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","LA UNION","SAN GABRIEL (LA UNION)","LA UNION (FIRST LEGISLATIVE DISTRICT)",120.4098,16.6822,154400000,154399995.6,2024,2024
"P00631271LZ","Construction of Slope Protection along Camiling River Right Bank, Surgui 1st Section, Surgui 1st, Camiling, Tarlac","Construction of Slope Protection Structure","Flood Control Structures","Region III","TARLAC","CAMILING (TARLAC)","TARLAC (FIRST LEGISLATIVE DISTRICT)",120.410105,15.68264,44100000,43210090.76,2022,2022
